year_month,Bút viết,Dụng cụ học tập,Hồ sơ và lưu trữ,Phụ kiện máy tính,Sách,Thiết bị văn phòng,Vở và giấy
2025-01,-1.1253947878207684,-1.2812325438209178,0.737286167923659,-0.13578890026051502,-0.26330303594595267,-1.5115688485736058,-0.6744061571349552
2025-02,0.4404608182670713,-0.24067071866939468,1.1049337849477672,-1.3143309341110678,-1.0128898030438844,-0.5830422973016925,0.5011999932560469
2025-03,1.1729628271054262,-1.2449751248315326,-0.6474023618323291,0.5652932502057454,-0.42946443798011386,0.5717356596996135,-0.8323008832150659
2025-04,-0.03446346925093578,0.2813906885717153,-1.1230723901147353,-0.8964905901437836,0.1116344361668695,2.6083210587632606,-0.26334427465624666
2025-05,0.7429532732884949,0.7968567459220001,-1.046475003040993,-0.26344882687415966,1.6506612969902554,-0.07758728623299742,0.0826632288450313
2025-06,-2.051074621037064,-0.8752696610957222,-1.2173053614520473,-0.46721688837262737,-0.3987068632307783,0.06315731578325925,-1.525759298369238
2025-07,1.1760614119751103,-0.20400682013939822,0.26539408812160953,1.026256623069071,0.8972512840582881,-0.5594517541149004,2.097997139824974
2025-08,-1.1396861941906096,-1.1876932345805638,-0.7975377190029426,-0.7012437474933615,-1.0967013088056856,0.022270866970404663,-0.7837329180704042
2025-09,1.2640605480340543,1.5933951767104462,1.6840358016992139,2.541553982413126,-1.705972108977908,-0.49811641860518646,0.02497579326755349
2025-10,0.0462768384920643,1.539946602286128,-0.5173034807754924,-0.7147076329257264,1.4484609093806684,-0.22831410027983323,-0.37554513445055904
2025-11,-0.23091446907720042,0.9448272851877496,0.08761286782899806,-0.18260413345749468,-0.09483135913767016,-0.7988881481270464,1.7434491655497462
2025-12,-0.26124217578563996,-0.1225683955405092,1.4698336056972945,0.542727797950801,0.893860990525912,0.9914839520187261,0.0048033451531097
